id,date,title,show,number,duration,description
6q0DqiiKMIRdqZih1fNHhk,2021-06-07,Russell Brand,,334,4664,"Russell Brand (Forgetting Sarah Marshall, Revelation, Under the Skin) is an English comedian, actor, podcaster, writer, and activist. Russell joins the Armchair Expert to discuss how addiction is just amplified attachment, his tendency to use material means to resolve his spiritual issues, and his initial reluctancy about recovery. Dax and Russell talk about their relationship with women, their shared impulse to move towards chaos, and the importance of valuing your inner life more than your outer life. Russell explains how he came to find transcendental meditation, the role community plays in his life, and how our brains are a tangled fishing net."
73CRTDKg9FVJZxKYVGvrT1,2021-06-10,Chris Bosh,,335,5500,"Chris Bosh is an eleven-time All-Star, two-time NBA champion, and an Olympic gold medalist. Chris joins the Armchair Expert to talk about growing up in Dallas, what it was like being 6' 11"" in high school, and going to Robotics Club before basketball practice. Chris and Dax discuss young athletes learning how to manage their money, winning championships with your friends, and how much they both love Austin. Chris talks about being forced into early retirement because of health issues, finding a new identity outside of basketball, and writing his first book, ""Letters to a Young Athlete."""
5KO5eIpVR2vd0T7zjuFSkz,2021-06-14,Jessica Biel,,336,5682,"Jessica Biel (7th Heaven, The Sinner, Cruel Summer) is an actress and producer. Jessica joins the Armchair Expert to discuss having a baby during the pandemic, her experience on a hit sitcom early in her career, and starting her own production company at 22 years old. Jessica and Dax talk about being typecast in acting roles, trying to sell their tv scripts to studios, and Jessica's attraction to her husband Justin Timberlake. Jessica explains that she has always been a people pleaser, whether or not she wants her kids to get into show business, and what it was like hanging out with Jay-Z and Beyonce."
6860sR0NeEmN40QSeTvtml,2021-06-17,Barry Meier,,337,4261,"Barry Meier (Spooked, Pain Killer) is a Pulitzer Prize-winning writer and a former New York Times journalist. Barry joins the Armchair Expert to discuss investigating the opioid crisis, how Big Pharma played a role in perpetuating the problem, and the depths in which people will go to make money on people's addictions. Barry and Dax talk about the modern-day private spy industry, news media bias, and how the spread of misinformation has shaped the political landscape. Barry explains how spy companies use digital tactics to acquire information, how phone hacking has become harder and harder to police around the world, and that the use of dirty tactics in private espionage is being solicited more frequently."
7FaKIK4ulI2skq8EYrDgr8,2021-06-18,Fresh,,338,3841,"Fresh (Richfresh, Henry Mask) is a fashion designer based in Los Angeles. Fresh joins the Armchair Expert to talk about getting into fashion in middle school because he was told he didn't dress well, teaching himself how to tailor suits because no one would apprentice him, and being the youngest and only black tailor in most shops in New York. Fresh explains how he ended up in a homeless shelter because of his drug addiction, raising a daughter on his own, and becoming a symbol of alpha male culture which he later rejected. Fresh talks about how his father's passing affected his outlook on life, that he used to blame everyone else for his misfortunes, and how he identified the sacrifices he needed to make to achieve success."
0SIsm61KMqppeSmiPjprnV,2021-06-21,Luke Wilson,,339,4933,"Luke Wilson (12 Mighty Orphans, The Royal Tenenbaums, Idiocracy) is an actor. Luke joins the Armchair Expert to discuss cameramen being the coolest people on set, his interest in reading about music, and growing up as the youngest brother in Texas. Luke and Dax talk about wishing they had bought property in Austin back in the '90s, being fascinated with other people's acting process, and having to be reminded about storylines for their acting roles. Luke explains how he got involved in working with Wes Anderson, being nervous about playing a football coach, and that Dax does a pretty good Owen Wilson impression."
2hKGWyAFK91Cko0IV21izP,2021-06-22,Introducing... We Are Supported By,We Are Supported By...,,1267,"The producers of Armchair Expert present a new 10 episode podcast, We Are Supported By with hosts Kristen Bell and Monica Padman. Kristen and Monica will talk to a woman each episode who has made a significant crack in the ceiling. They will talk to women in many fields - entrepreneurship, entertainment, sports, politics and activism - and during these conversations, they will talk through their guests' accomplishments, struggles, points of resilience, inspiration and fears. Through these stories, we learn about lifting one another up, how to continue to break the glass, and the importance of keeping the door open for generations to follow."
1nOhNTSbCENZbJxxEBGWhA,2021-06-23,We are supported by... Gloria Steinem,We Are Supported By...,1,4192,"We Are Supported By, hosted by Kristen Bell and Monica Padman is a 10 episode limited series podcast. Each episode deep dives with a woman who has put a crack in the glass ceiling. Episode 1: Gloria Steinem"
63oNORkgMdkUeyFwmn8yOu,2021-06-24,Tara Stoinski,,340,5360,"Tara Stoinski is a primatologist and President, CEO and Chief Scientific Officer for the Dian Fossey Gorilla Fund. Tara joins the Armchair Expert to discuss studying gorillas for more than two decades, her desire work with animals from a young age, and how ecotourism in Africa is helping the conservation efforts and the local economy. Tara explains gorilla mating rituals and communication tactics, the new technology they use to study and collect data on primates, and how gorillas have an effect on global climate change. Tara also talks about losing her husband to cancer and how she threw herself into her work to help cope with the trauma."
7BvAUYd9oIt3I31xScLNC2,2021-06-28,J.B. Smoove,,341,4284,"J.B. Smoove (Curb Your Enthusiasm, Spider-man: Far from Home, May I Elaborate?) is an actor, comedian, and writer. J.B. sits down with the Armchair Expert to discuss his attraction to the era when men wore nice suits and shoes, how he custom-built his closet, and thrifting to find unique clothing. J.B. talks about his time starring on Curb Your Enthusiasm, his approach to working with Larry David, and how he feels like he can say things as Leon that J.B. would never say. J.B. talks about taking a job as a Saturday Night Live writer, his admiration for Jerry Seinfeld, and how you should look a man straight in the eyebrows when you meet him."
3WGUMA318Twwa2JYbV7hW7,2021-06-30,We are supported by... Malala Yousafzai,We Are Supported By...,2,4505,"We Are Supported By, hosted by Kristen Bell and Monica Padman is a 10 episode limited series podcast. Each episode deep dives with a woman who has put a crack in the glass ceiling. Episode 2: Malala Yousafzai"
3ou7K5MaAnebFxp9yXDnjH,2021-07-01,Barack Obama,,342,4394,"Barack Obama (A Promised Land, Dreams From My Father) is a politician and served as the 44th President of the United States. President Obama joins the Armchair Expert to discuss the expectations that were set on him from his mother and how sports shaped his youth. Barack and Dax discuss being the brunt of the jokes from their children, growing up in single-mother households, and what it was like to be guarded by LeBron James in a pickup basketball game at the White House. Barack explains what he learned about being a father from his time helping to raise his siblings, why he transferred to Columbia after two years of college, and how most politicians will do anything to avoid public failure."
4xxdiHtYboOEXr5ZR5wEN1,2021-07-05,Quentin Tarantino,,343,6367,"Quentin Tarantino (Once Upon a Time of Hollywood, Pulp Fiction, Reservoir Dogs) is an Academy-Award winning & Golden Globe-Award winning film director, screenwriter, producer, author, and actor. Quentin sits down with the Armchair Expert to discuss how movie crews have a military aspect to their hierarchy, the phenomenon that is Pulp Fiction, and what it was like starting a sub-genre in crime and gangster films. Quentin explains how Reservoir Dogs made him a rockstar in Britain, how cool is an aesthetic and not an attitude, and that he doesn't want to work with actors who just want to be in a ""Tarantino"" movie. Quentin talks about how good-looking Brad Pitt is and his take on movie theaters closing."
6JTVZ2fndoSdmaFg71gWtA,2021-07-07,We are supported by... Oprah Winfrey,We Are Supported By...,3,2838,"We Are Supported By, hosted by Kristen Bell and Monica Padman is a 10 episode limited series podcast. Each episode deep dives with a woman who has put a crack in the glass ceiling. Episode 3: Oprah Winfrey"
0PTgzGSrdxdat7Qb7qTO5w,2021-07-08,Michael Pollan,,344,6271,"Michael Pollan (This is Your Mind on Plants, The Omnivore's Dilemma) is an author, journalist, and professor at UC Berkeley Graduate School of Journalism. Michael joins the Armchair Expert to discuss changing your consciousness through plant-based drugs, how drugs are nature's tools for coping with the ego, and the stigmas associated with psilocybin mushrooms. Michael and Dax talk about addictions to drugs like alcohol and caffeine, the social norms that were created for everyday drugs like nicotine, and getting into hot water for growing opium in his garden. Michael explains that there are evolutionary reasons for plants to produce psychedelic effects on humans and animals, how the war on drugs affected the public perception of controlled substances, and that psychedelics need to be regulated if they are ever made legal."
5NiVxIX01zJFljrIaI7x3c,2021-07-09,Armchaired & Dangerous: Medical Misinformation,Armchaired & Dangerous,345,3512,David Farrier exposes Monica and Dax to a new conspiracy theory each month. Today's episode: Medical Misinformation
2ZYchQnyrWqapuYykVsWlj,2021-07-12,Kate Beckinsale,,346,7157,"Kate Beckinsale (Jolt, Underworld, Pearl Harbor) is an English actress. Kate joins the Armchair Expert to discuss the impact of her father dying at a young age, how she's never been drunk, and how people often troll her for her height. Kate discusses her time at Oxford studying Russian literature, how it almost ruined reading for her, and the experience of being cast in Pearl Harbor. Dax and Kate discuss their love for Brad Pitt and how often women come up to her and tell her that she's their husbands' hall pass. In the fact check, we check in on Dax's road trip and Monica's camping trip."
3SPodfgwMjJgfyUtJUNOqF,2021-07-14,We are supported by... Samantha Power,We Are Supported By...,4,4608,"We Are Supported By, hosted by Kristen Bell and Monica Padman is a 10 episode limited series podcast. Each episode deep dives with a woman who has put a crack in the glass ceiling. Episode 4: Samantha Power"
1SgawjwLZ7MTsbhYEFUQq9,2021-07-15,Esther Perel Returns,,347,7165,"Esther Perel is a psychotherapist and New York Times best seller. Esther joins the Armchair Expert to talk about how social boundaries were affected during the Covid-19 pandemic, how helping people during this time helped her feel less anxious herself, and her thoughts on how people re-entered society after the lockdown ended. Esther explains the difference between fidelity, exclusivity, and loyalty when it comes to romantic relationships, how confirmation bias plays a role in how you deal with people you live with, and that you should be thankful more often to loved ones for things they do for you. Esther, Dax, and Monica play Esther's new card game, Where Should We Begin - A Game of Stories."
0K2G8Uf9TMnP8IU8GfQszK,2021-07-19,Mila Kunis & Ashton Kutcher,,348,4331,"Mila Kunis & Ashton Kutcher rejoin the Armchair Expert to explain how they got into cryptocurrency, how a decentralized currency can exist at the same time as a national currency system, and how El Salvador has recently adopted Bitcoin as their national currency. Mila tells us about her new NFT animation show stoner cats, how people can purchase a token to view it, and how it differs from current production models. Ashton explains that the cost of crypto is linked to the amount of energy used to produce it and what fail-safes you can implement to avoid losing large amount of cryptocurrency to hackers."
61wJ6tnFKV7ewQKkvlAYUQ,2021-07-22,Tim Grover,,349,3822,"Tim Grover is a mental and physical performance coach. Tim joins the Armchair Expert to talk about training athletes like Michael Jordan and Kobe Bryant, how his parents really wanted him to be a doctor, and what he's learned over the years about defining what winning means. Tim and Dax discuss the difference between the physical and mental aspects of being a great athlete, his perspective on The Last Dance documentary, and that waking up at 4 am to work out isn't for everybody. Tim explains that being selfish to work on yourself is not a negative trait, how people can achieve greatness by taking it step-by-step, and what Dennis Rodman would eat before every basketball game."
4BAH2hP5opZcrZ24h3ulZe,2021-07-23,We are supported by... Diane von Furstenberg,We Are Supported By...,5,3119,"We are supported by, hosted by Kristen Bell and Monica Padman is a 10 episode limited series podcast. Each episode deep dives with a woman who has put a crack in the glass ceiling. Episode 5: Diane von Furstenberg"
1YoGyIVfHNTVRvczKIWETX,2021-07-26,Leon Bridges,,350,5922,"Leon Bridges (Gold-Diggers Sound, Coming Home) is a Grammy Award-winning R&B recording artist and songwriter. Leon joins the Armchair Expert to discuss the Fort Worth music scene, developing his aesthetic, and his desire to keep evolving his sound. Leon talks about being bashful and quiet as a kid, tasting fame at his senior year talent show, and how he likes to recharge in solitude. Leon discusses how pressured he felt during the process of his second album, how he had to learn to embrace discomfort, and Dax asks Leon about his dating life."
1jzGMwf1BlJPIQoa2UJHoa,2021-07-28,We are supported by... Esther Duflo,We Are Supported By...,6,3795,"We Are Supported By, hosted by Kristen Bell and Monica Padman is a 10 episode limited series podcast. Each episode deep dives with a woman who has put a crack in the glass ceiling. Episode 6: Esther Duflo"
1JQam4EbWc2SSbB0mHPYOR,2021-07-29,Mark Ronson,,351,6237,"Mark Ronson is a 7x Grammy Award-winning, Oscar Award-winning, record producer and DJ. Mark joins the Armchair Expert to discuss how he was obsessed with music from a very early age and his experience producing artists like Lady Gaga, Bruno Mars, and Amy Winehouse. Mark and Dax talk about getting hyped up to perform on stage, growing up around strong women, and what it was like to see Quincy Jones' wall of Grammy's. Mark explains that he is not an expert at one specific instrument, how he was blown away by Bradley Cooper's talent, and that it doesn't bother him when other musicians don't recognize him."
5z1uBUrNpym374watHeYAK,2021-08-02,Matt Damon,,352,6956,"Matt Damon (Good Will Hunting, Ocean's Eleven, Stillwater) is an Oscar Award-Winning and Golden Globe Award-Winning actor, producer, and screenwriter. Matt joins the Armchair Expert to talk about his experience writing Good Will Hunting with Ben Affleck, what it was like attending the Monaco Grand Prix with Brad Pitt, and how your subjective experience changes when you become famous. Matt explains how easy it is to be generous when things are going your way, how he picked his movies based on the directors rather than the roles, and what he learned after surrounding himself with oil roughnecks for his new movie. Dax explains the role Matt has had in Monica's life and Dax and Matt bond over their love of Lisa Bonet."
6mumI1rLPMAhPOuWP14iQF,2021-08-04,We are supported by... Abby Wambach,We Are Supported By...,7,3887,"We Are Supported By, hosted by Kristen Bell and Monica Padman is a 10 episode limited series podcast. Each episode deep dives with a woman who has put a crack in the glass ceiling. Episode 7: Abby Wambach"
3Ghu54jt9qTzwxEIMRWAmc,2021-08-05,Daryl Hall,,353,5023,"Daryl Hall is a singer, songwriter and the lead vocalist of Hall & Oates. Daryl joins the Armchair Expert to discuss his relationship over the years with John Oates, learning how to sing from his mother, and being immersed in the R&B music scene in Philadelphia. Daryl and Dax talk about what having perfect pitch means, the amount of #1 hits Daryl has had, and how musicians today have more avenues for success than he had. Daryl explains how the music business can be compared to organized crime, what it's like to have Lyme disease, and how he met John after leaving a show because a fight broke out."
5rBYMfweMh0eLHQAJwCLuh,2021-08-06,Armchaired & Dangerous: QAnon,Armchaired & Dangerous,354,3542,David Farrier exposes Monica and Dax to a new conspiracy theory each month. Today's episode: QAnon
4TDTHGtUNOpSaL7m6hUpSq,2021-08-09,Kristen Bell Returns,,355,4304,"Kristen Bell is an actress, singer, and podcaster Dax Shepard's wife. Kristen rejoins the Armchair Expert to discuss her experience shooting Family Game Fight, which animal she thinks is the cutest on the planet, and how she feels we can solve the collective male rage that exists in the world. Kristen, Dax, and Monica reveal what they love most about each other, how women are expected to self-regulate, and what you should do if you are ever buried in an avalanche."
3JTAHbfzzColjSjYU5XC2p,2021-08-11,We are supported by... Kim Kardashian West,We Are Supported By...,8,4278,"We Are Supported By, hosted by Kristen Bell and Monica Padman is a 10 episode limited series podcast. Each episode deep dives with a woman who has put a crack in the glass ceiling. Episode 8: Kim Kardashian West"
5f6GmzvFgFrscDbUYax5L2,2021-08-12,Maya Shankar,,356,7384,"Maya Shankar is a Behavioral Scientist and former Senior Advisor in the Obama White House. Maya joins the Armchair Expert to discuss the concept of identity foreclosure, how people craft a narrative about themselves in order to connect to other people, and that there is a danger in tying our identities to our opinions and values. Maya and Dax discuss how they each define manifestation, the difference between bragging and self-promoting, and that admitting you are wrong about something actually gives you more credibility. Maya explains that changing minds is the most coveted form of change, that we are terrible cognitive forecasters, and how people can shift their reality based on their belief systems."
2nWVOlL0GcFB7QUJrsTUxZ,2021-08-16,Cecily Strong,,357,5453,"Cecily Strong (SNL, This Will All Be Over Soon, Schmigadoon!) is an Emmy-nominated actress and comedian. Cecily joins the Armchair Expert to discuss the loyalty of Chicagoans, being expelled from high school for having pot, and doing improv comedy on a cruise ship. Dax and Cecily discuss how much they love the midwest outdoors and how they both want Puerto Rican funerals. Cecily explains why she likes to view coincidences as gifts, how important levity and laughter are for grief, and her realization that her thoughts aren't facts."
6UPpKC4jNbHV4Gga8hhwPC,2021-08-19,Padma Lakshmi,,358,6127,"Padma Lakshmi is a food expert, author, and television personality. Padma joins the Armchair Expert to discuss moving to America from India at a young age, how she feels people from India have been misrepresented in American pop culture, and that people need to start having more complex nuanced conversations that might be uncomfortable. Padma and Dax talk about how American culture is really a mixture of many cultures, how learning recipes from your ancestors brings you closer to them, and why Americans love monster trucks so much. Padma explains the importance of teaching your kids about seasonal foods, how she came to write multiple cookbooks, and how Indian food is a good baseline for eating healthy."
2qxOSxKIo8iVilV0Ok6E0O,2021-08-23,Matthew Rhys,,359,4710,"Matthew Rhys (The Americans, Perry Mason) is an Emmy Award-winning actor. Matthew joins the Armchair Expert to discuss his fascination with Ernest Hemingway's overt masculinity, the process of buying and restoring an old boat and wanting to pass on Welsh culture to his kids who are growing up in Brooklyn. Matthew and Dax talk about their newfound love of Formula 1 racing, growing up with a chip on your shoulder, and being drawn to characters who thrive around chaos. Matthew explains why he was overwhelmed by his role on Perry Mason, that the most awkward conversations on The Americans always happened when their characters were in their undercover costumes, and how he perfected his American accent by imitating George Clooney."
2ibicqy4n5J7dYGjgNze4e,2021-08-26,Samantha Bee,,360,6540,"Samantha Bee (Daily Show, Full Frontal, Detour) is an Emmy-nominated writer, comedian and television host. Samantha joins the Armchair Expert to discuss how she never thought her career would pan out, that she used to be very uncomfortable during auditions, and how doing an all-female sketch comedy group helped her confidence. Samantha and Dax talk about her combative interview style, what she learned from her time on The Daily Show, and her objections to ill-informed people trying to bend the world to their will. Samantha explains how she has always had a hard time respecting authority figures and that one of her mom's boyfriends lived in a haunted house."
73E1ol4JyBzx0zGMaMTZIE,2021-08-27,We are supported by... Reese Witherspoon,We Are Supported By...,9,3608,"We Are Supported By, hosted by Kristen Bell and Monica Padman is a 10 episode limited series podcast. Each episode deep dives with a woman who has put a crack in the glass ceiling. Episode 9: Reese Witherspoon"
4t5CvINo9njmbHtAnbLaDz,2021-08-30,Brie Larson,,361,6283,"Brie Larson (Room, Captain Marvel, Learning Lots) is an Academy Award-winning actor, producer, and director. Brie joins the Armchair Expert to discuss being home schooled as a child, how she knows her way around set from being an actor for over 20 years, and how she used to be a touring pop singer. Brie and Dax talk about trying to be people pleasers, learning how to accept success and failures, and whether you should comment on how attractive someone is. Brie explains how indie films rely heavily on strong performances from the actors, how she's trained really hard to be in Marvel movies, and that she sometimes benefits from being mistaken as Alison Brie."
2uqtl3VyS65RnisaXhRgED,2021-09-01,We are supported by... Sheryl Sandberg,We Are Supported By...,10,3358,"We Are Supported By, hosted by Kristen Bell and Monica Padman is a 10 episode limited series podcast. Each episode deep dives with a woman who has put a crack in the glass ceiling. Episode 10: Sheryl Sandberg"
7DsuCDDjRDbn4fN2zZUyaN,2021-09-02,Carmelo Anthony,,362,4234,"Carmelo Anthony (Where Tomorrows Aren't Promised) is a 10x NBA All-Star, entrepreneur and philanthropist. Carmelo joins the Armchair Expert to discuss dealing with depression as a child, his relationship with his blue-collar stepdad, and being recruited to play basketball for a Catholic high school. Carmelo and Dax talk about the similarities in growing up in Baltimore versus Detroit, learning how to survive in tough neighborhoods, and how he tried to go by another name when he started a new school. Carmelo explains that he never sought out approval from his older brothers, that he always wanted to see his friends succeed more than they did, and his experience dealing with depression."
12Ky6P6XTBeuplxhW75P0I,2021-09-06,Awkwafina,,363,5488,"Awkwafina (Shang-Chi, Nora from Queens, Crazy Rich Asians) is a Golden Globe award-winning actor, comedian, and rapper. Awkwafina joins the Armchair Expert to discuss being self-conscious about her raspy voice, playing the trumpet because everyone wants to play percussions, and traveling to China to learn Mandarin. Awkwafina and Dax talk about hosting SNL, being rejected from college, and recognizing their parent's regional accents. Awkwafina discusses the pressures of being a first-generation Asian American, her role in an upcoming Marvel movie, and being in a depressive state starting out her rap career."
5X1adwZVMt2c3JsfTSbaQm,2021-09-08,We are supported by... the Future is Female,We Are Supported By...,11,3620,"We Are Supported By, hosted by Kristen Bell and Monica Padman is a 10 episode limited series podcast. Each episode deep dives with a woman who has put a crack in the glass ceiling. Bonus Episode: The Future is Female"
1EJBUCcwsQ6SHu5ymLU1Ya,2021-09-09,Kate Bowler,,364,5021,"Kate Bowler is a New York Times best-selling author, podcast host, and professor at Duke University. Kate joins the Armchair Expert to discuss growing up around Mennonites, the debate over religious authority, and the Christian crisis of conscious. Kate and Dax talk about the many different American religious denominations, going through cancer treatment while still writing a book, and how some people confuse faith with certainty. Kate explains that she strived for a dream job in academia because of her father, that she used to treat life like a problem to be solved, and how the middle class is raised to be optimistic about the future."
0E9B674wdaV9VnznRJm8zl,2021-09-10,Armchaired & Dangerous: Dark Tourism,Armchaired & Dangerous,365,3493,David Farrier exposes Monica and Dax to a new conspiracy theory each month. Today's episode: Dark Tourism
21omf9sQMI5Doe10SeAlMG,2021-09-13,Amanda Peet,,366,6976,"Amanda Peet (The Chair, Saving Silverman, Brockmire) is an actress, producer, and screenwriter. Amanda joins the Armchair Expert to discuss her early dating life, growing up in New York and London, and showing her kids inappropriate movies. Amanda and Dax talk about being Capricorns, how Amanda thinks Dax sounds like Bill Gates, and how difficult is it to be a showrunner. Amanda explains her parenting strategies, that she created her own show because she wasn't happy with the roles she was being offered, and what she thinks about people who named their kids after Game of Thrones."
1LNcYcoEKOHkQH077Ssdl5,2021-09-16,Dr. Harold S. Koplewicz,,367,5735,"Dr. Harold S. Koplewicz (The Scaffold Effect) is a psychiatrist and founder of the Child Mind Institute. Dr. Koplewicz joins the Armchair Expert to discuss child mental health advocacy, the controversy of medication as treatment for children, and how he deals with parents who don't believe in child psychiatry. Dr. Koplewicz and Dax discuss the problem with calling children normal or abnormal, how young people use alcohol and marijuana to self-medicate their social anxiety, and how dyslexia can be seen as a gift. Dr. Koplewicz talks about how people's attitudes towards science has changed, how certain prescriptions can affect a child's development as an adult, and the new film, Dear Evan Hansen."
4a7OU04tVHn4tUYUdzvnvo,2021-09-20,Alicia Vikander,,368,5282,"Alicia Vikander (Ex Machina, The Green Knight, Blue Bayou) is an Academy Award-winning Swedish actress. Alicia joins the Armchair Expert to discuss how her ballet training translated to her film career, moving to Stockholm at 15 from a small town, and her experience on the set of Ex Machina. Alicia and Dax talk about the difference between Swedish and American cultures, how we overuse the phrase I love you, and how she was terrified about doing an American accent in her new movie. Alicia explains how her dad can have deep conversations with strangers, how New Orleans is one of her new favorite cities, and that she hopes to have some comedy roles in the future."
6ARrJfjusp7Xm4ApY9QX1s,2021-09-23,Andrew Huberman,,369,8592,"Andrew Huberman (Huberman Lab) is a neuroscientist and Stanford professor of Neurobiology. Andrew joins the Armchair Expert to discuss how testosterone treatment affects the development of the brain and body, what it means to have ""roid rage"" and how he considers anorexia the most dangerous disorder someone can suffer from. Andrew and Dax discuss the connection between blinking and our concept of time, going through trauma and what people do to prevent going through it again, and how lowering estrogen levels can have negative effects on the body. Andrew explains how sunlight can affect people's drive to be attracted to one another, alternative sleep aids that he would recommend over melatonin, and what it means to have a dad bod."
5VTLhK4zvslO8cjg1FgMma,2021-09-27,Drew Barrymore,,370,7844,"Drew Barrymore (The Drew Barrymore Show, E.T., Charlie's Angels) is an actor and producer. Drew joins the Armchair Expert to discuss being a child star in Hollywood, going through treatment for addiction at a young age, and how becoming a parent changed her life. Drew and Dax discuss how alcohol makes you feel invincible, that forgiving yourself can be the hardest thing you will ever do, and how hard dating can be when you have been famous for most of your life. Drew explains how she hates the idea of parent shaming, that work has always been an anchor in her life, and how she has always searched for stability because she never had it as a child."
6aYkkidfC8b3GnStJgIuCv,2021-09-30,Steven Pinker,,371,4913,"Steven Pinker is an award-winning experimental cognitive psychologist, best-selling author, and Harvard professor. Steven joins the Armchair Expert to discuss correlation versus causation, why people have certain beliefs in conspiracy theories, and the difference between individual and collective rationality. Steven and Dax talk about free will, the effectiveness of a dictator's messaging, and how people will often believe their own experience over science. Steven explains that checks and balances are essential for societal accomplishments, how people want to put everything into discreet boxes, and that fear is the most powerful emotion."
6SBJzS0CTvS0FEYSU1U8qI,2021-10-04,Elijah Wood,,372,5448,"Elijah Wood (Lord of the Rings, Green Street, No Man of God) is an actor and producer. Elijah joins the Armchair Expert to discuss how New Zealand became his home while shooting Lord of the Rings, the connection he has to other child actors of his generation, and how he learned to form his identity at a young age. Elijah and Dax talk about their shared loved of Austin, quitting smoking after 20 years, and wishing he could have gone to college. Elijah explains that he made a conscious decision to take smaller roles, what his tattoos mean to him, and what it was like playing an FBI agent in his new movie, No Man of God."
6hAjpAlDCNJ9rV3DP9a8Wc,2021-10-07,David Sedaris Returns,,373,6529,"David Sedaris is an author and comedian. David joins the Armchair Expert to discuss his new book A Carnival of Snackery, why he can get away with saying things other people can't say, and how he takes five mile walks at midnight. David and Dax talk about the things they would get into before sobriety, knowing where every bathroom in New York City is, and how he is just never offended by anything. David explains that he loves when people are rude to him in real life and what he does when he's solicited for sex on the street."
0PjjTdWCqC07xRtWb9xtWC,2021-10-11,B.J. Novak,,374,7857,"B.J. Novak (The Office, Inglourious Basterds, The Premise) is an actor, producer, and writer. B.J. joins the Armchair Expert to discuss his time on Punk'd, that he regrets not enjoying his time on The Office more, and what it was like to get cast by his hero Quentin Tarantino. B.J. and Dax talk about how they could never be on a celebrity roast, how Pulp Fiction made him want to be a writer, and that people will always find their way around censorship. B.J. explains that he thinks everyone is actually smart, that he never thinks people are jealous of him, and that one of the most creative things he ever did was write a children's book."
2yNt6sLQac0ANrjAC0IYRe,2021-10-14,Van Jones,,375,7190,"Van Jones is an author, journalist, and lawyer. Van joins the Armchair Expert to discuss choosing activism after graduating from Yale Law School, his perspective on what ""having privilege"" means, and how he can work with both Democrats and Republicans. Van and Dax talk about how he became friends with Prince, being forced to resign from the Obama Administration, and what it's like to raise black children in America. Van explains that he still feels like a nerd at heart, what it was like being raised by a tough father, and why he's never had a drink of alcohol."
4qHhINvPMtF8dNT27GsYeN,2021-10-15,Armchaired & Dangerous LIVE: Ted Bundy,Armchaired & Dangerous,376,5391,"Armchaired & Dangerous Live from Salt Lake City at Eccles Theater. September 16th, 2021. Today's episode: Ted Bundy"
6GRybM7AYkgknS9HpqRrdU,2021-10-18,Ron Howard,,377,6137,"Ron Howard (Parenthood, The Da Vinci Code, Happy Days) is a director, actor, and producer. Ron joins the Armchair Expert to discuss his personal and professional relationship with his brother, how instrumental his parents were in him becoming a child star, and his experience directing some of the best actors of all time. Ron and Dax talk about what they learned from testing their projects with audiences, what he learned from raising twins, and what mistakes he has made in his career. Ron explains that he was an introvert in high school, how he used to watch wrestling with his dad, and why he decided to write a book about his childhood."
0iQ7rUzTUUAz9zzLIoasaQ,2021-10-21,Amishi Jha,,378,6707,"Dr. Amishi Jha is a neuroscientist and professor of psychology at the University of Miami. Amishi joins the Armchair Expert to discuss growing up as an Indian-American in Chicago, why she started studying neuroscience, and her new book ""Peak Mind"". Amishi and Dax talk about what percentage of the brain we actually use, how people use confirmation bias to write their own story, and the power of attention on our perception of the world. Amishi explains how she manages her nervousness and anxiety, what the study of mindfulness actually is, and how she defines attentional rubber necking."
79SQZtwcUKyKgdaAnUCTEK,2021-10-25,Gwyneth Paltrow Returns,,379,5256,"Gwyneth Paltrow (Sex, Love & Goop, Iron Man, The Royal Tenenbaums) is an actress, author, and businesswoman. Gwyneth joins the Armchair Expert to discuss her experience starting her own company, some of her medical ailments, and the topic of female sexuality. Gwyneth and Dax talk about the journey to quit smoking, how infidelity means something different to men and women, and how couples sometimes need to have some uncomfortable conversations. Gwyneth explains that people shouldn't be ashamed to not know something, how her sexuality is a very personal thing for her, and Monica opens up about her sexual history."
6DrczBclOg3qvS0sDcFy82,2021-10-28,David Copperfield,,380,6911,"David Copperfield is an Emmy award-winning illusionist. David joins the Armchair Expert to discuss how his curiosity about the world led him to discover magic, how he wants his audience to be totally immersed at his shows, and how magic tricks have often influenced future technologies. David and Dax talk about the message behind his Statue of Liberty illusion, what their favorite magic movies are, and what his tactics are for keeping the secrets of his magic. David explains that he often doesn't enjoy the journey of creating a trick but loves the result, how being involved in Broadway improved his show performances, and that it is important for people to still have the ability to be amazed."
3l4FZVKcbLmmdQT4gB1qTX,2021-11-01,Ed Sheeran,,381,6300,"Ed Sheeran is a Grammy award-winning singer, songwriter and producer. Ed joins the Armchair Expert to discuss his experience breaking onto the British music scene, how he documents his achievements on bottles of wine, and how he thinks camera phones are ruining the self-confidence of performers. Ed and Dax talk about British musicians sounding American in their songs, how success should be defined by how much you love your work, and how Ed came to be on Game of Thrones. Ed explains the differences between American and English culture when it comes to sex, how he doesn't care much for award shows, and the reason why he turned an old barn on his property into a pub."
26dz4atEFf9x68W85rpqoh,2021-11-04,Paul Bloom,,382,6277,"Paul Bloom is a psychologist and professor at Yale University. Paul joins the Armchair Expert to discuss how he loves to debunk simple ideas that people commonly have, how a full life requires both logic and emotion, and how people's empathy rarely extends past our own family or friends. Paul and Dax talk about why people seek out suffering in order to find pleasure, the fascination people have with villain types, and why hedonism can often lead to boredom. Paul explains how toxic positivity has actually prevented people from finding true happiness, the differences in the sexual fantasies between men and women, and whether or not having kids makes people happy."
